Id,Dataset,Algo,FeaturesLabels,TimeSteps,ForecastSteps,StacksAndUnits,UseRegularization,UseDropout,Splits,Epochs,Done
1548,building1,ext,MinuteTimeStamp;Weekday;Total;OCCUPIED,96,96,100,False,False,3,70,False
1549,building1,ext,MinuteTimeStamp;Weekday;Total;OCCUPIED,96,96,100,False,True,3,70,False
1550,building1,ext,MinuteTimeStamp;Weekday;Total;OCCUPIED,96,96,100,True,False,3,70,False
1551,building1,ext,MinuteTimeStamp;Weekday;Total;OCCUPIED,96,96,100,True,True,3,70,False
1552,building1,ext,MinuteTimeStamp;Weekday;Total;OCCUPIED,96,288,25,False,False,3,70,False
1553,building1,ext,MinuteTimeStamp;Weekday;Total;OCCUPIED,96,288,25,False,True,3,70,False
1554,building1,ext,MinuteTimeStamp;Weekday;Total;OCCUPIED,96,288,25,True,False,3,70,False
1555,building1,ext,MinuteTimeStamp;Weekday;Total;OCCUPIED,96,288,25,True,True,3,70,False
1556,building1,ext,MinuteTimeStamp;Weekday;Total;OCCUPIED,96,288,100,False,False,3,70,False
1557,building1,ext,MinuteTimeStamp;Weekday;Total;OCCUPIED,96,288,100,False,True,3,70,False
1558,building1,ext,MinuteTimeStamp;Weekday;Total;OCCUPIED,96,288,100,True,False,3,70,False
1559,building1,ext,MinuteTimeStamp;Weekday;Total;OCCUPIED,96,288,100,True,True,3,70,False
1560,building1,ext,MinuteTimeStamp;Weekday;Total;OCCUPIED,288,30,25,False,False,3,70,False
1561,building1,ext,MinuteTimeStamp;Weekday;Total;OCCUPIED,288,30,25,False,True,3,70,False
1562,building1,ext,MinuteTimeStamp;Weekday;Total;OCCUPIED,288,30,25,True,False,3,70,False
1563,building1,ext,MinuteTimeStamp;Weekday;Total;OCCUPIED,288,30,25,True,True,3,70,False
1564,building1,ext,MinuteTimeStamp;Weekday;Total;OCCUPIED,288,30,100,False,False,3,70,False
1565,building1,ext,MinuteTimeStamp;Weekday;Total;OCCUPIED,288,30,100,False,True,3,70,False
