Id,Dataset,Algo,FeaturesLabels,TimeSteps,ForecastSteps,StacksAndUnits,UseRegularization,UseDropout,Splits,Epochs,Done
0,building1,std,Total;OCCUPIED,30,30,25,False,False,3,70,False
1,building1,std,Total;OCCUPIED,30,30,25,False,True,3,70,False
2,building1,std,Total;OCCUPIED,30,30,25,True,False,3,70,False
3,building1,std,Total;OCCUPIED,30,30,25,True,True,3,70,False
4,building1,std,Total;OCCUPIED,30,30,100,False,False,3,70,False
5,building1,std,Total;OCCUPIED,30,30,100,False,True,3,70,False
6,building1,std,Total;OCCUPIED,30,30,100,True,False,3,70,False
7,building1,std,Total;OCCUPIED,30,30,100,True,True,3,70,False
8,building1,std,Total;OCCUPIED,30,96,25,False,False,3,70,False
9,building1,std,Total;OCCUPIED,30,96,25,False,True,3,70,False
10,building1,std,Total;OCCUPIED,30,96,25,True,False,3,70,False
11,building1,std,Total;OCCUPIED,30,96,25,True,True,3,70,False
12,building1,std,Total;OCCUPIED,30,96,100,False,False,3,70,False
13,building1,std,Total;OCCUPIED,30,96,100,False,True,3,70,False
14,building1,std,Total;OCCUPIED,30,96,100,True,False,3,70,False
15,building1,std,Total;OCCUPIED,30,96,100,True,True,3,70,False
16,building1,std,Total;OCCUPIED,30,288,25,False,False,3,70,False
17,building1,std,Total;OCCUPIED,30,288,25,False,True,3,70,False
18,building1,std,Total;OCCUPIED,30,288,25,True,False,3,70,False
19,building1,std,Total;OCCUPIED,30,288,25,True,True,3,70,False
20,building1,std,Total;OCCUPIED,30,288,100,False,False,3,70,False
21,building1,std,Total;OCCUPIED,30,288,100,False,True,3,70,False
22,building1,std,Total;OCCUPIED,30,288,100,True,False,3,70,False
23,building1,std,Total;OCCUPIED,30,288,100,True,True,3,70,False
24,building1,std,Total;OCCUPIED,96,30,25,False,False,3,70,False
25,building1,std,Total;OCCUPIED,96,30,25,False,True,3,70,False
26,building1,std,Total;OCCUPIED,96,30,25,True,False,3,70,False
27,building1,std,Total;OCCUPIED,96,30,25,True,True,3,70,False
