Id,Dataset,Algo,FeaturesLabels,TimeSteps,ForecastSteps,StacksAndUnits,UseRegularization,UseDropout,Splits,Epochs,Done
1720,building1,ext,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,288,288,25,False,False,3,70,False
1721,building1,ext,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,288,288,25,False,True,3,70,False
1722,building1,ext,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,288,288,25,True,False,3,70,False
1723,building1,ext,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,288,288,25,True,True,3,70,False
1724,building1,ext,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,288,288,100,False,False,3,70,False
1725,building1,ext,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,288,288,100,False,True,3,70,False
1726,building1,ext,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,288,288,100,True,False,3,70,False
1727,building1,ext,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,288,288,100,True,True,3,70,False
1728,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,30,25,False,False,3,70,False
1729,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,30,25,False,True,3,70,False
1730,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,30,25,True,False,3,70,False
1731,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,30,25,True,True,3,70,False
1732,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,30,100,False,False,3,70,False
1733,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,30,100,False,True,3,70,False
1734,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,30,100,True,False,3,70,False
1735,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,30,100,True,True,3,70,False
1736,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,96,25,False,False,3,70,False
1737,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,96,25,False,True,3,70,False
1738,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,96,25,True,False,3,70,False
1739,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,96,25,True,True,3,70,False
1740,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,96,100,False,False,3,70,False
1741,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,96,100,False,True,3,70,False
1742,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,96,100,True,False,3,70,False
1743,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,96,100,True,True,3,70,False
1744,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,288,25,False,False,3,70,False
1745,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,288,25,False,True,3,70,False
1746,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,288,25,True,False,3,70,False
1747,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,288,25,True,True,3,70,False
1748,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,288,100,False,False,3,70,False
1749,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,288,100,False,True,3,70,False
1750,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,288,100,True,False,3,70,False
1751,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,288,100,True,True,3,70,False
1752,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,96,30,25,False,False,3,70,False
1753,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,96,30,25,False,True,3,70,False
1754,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,96,30,25,True,False,3,70,False
1755,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,96,30,25,True,True,3,70,False
1756,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,96,30,100,False,False,3,70,False
1757,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,96,30,100,False,True,3,70,False
1758,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,96,30,100,True,False,3,70,False
1759,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,96,30,100,True,True,3,70,False
1760,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,96,96,25,False,False,3,70,False
1761,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,96,96,25,False,True,3,70,False
1762,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,96,96,25,True,False,3,70,False
1763,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,96,96,25,True,True,3,70,False
1764,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,96,96,100,False,False,3,70,False
1765,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,96,96,100,False,True,3,70,False
1766,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,96,96,100,True,False,3,70,False
1767,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,96,96,100,True,True,3,70,False
1768,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,96,288,25,False,False,3,70,False
1769,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,96,288,25,False,True,3,70,False
1770,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,96,288,25,True,False,3,70,False
1771,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,96,288,25,True,True,3,70,False
1772,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,96,288,100,False,False,3,70,False
1773,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,96,288,100,False,True,3,70,False
1774,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,96,288,100,True,False,3,70,False
1775,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,96,288,100,True,True,3,70,False
1776,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,288,30,25,False,False,3,70,False
1777,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,288,30,25,False,True,3,70,False
1778,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,288,30,25,True,False,3,70,False
1779,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,288,30,25,True,True,3,70,False
1780,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,288,30,100,False,False,3,70,False
1781,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,288,30,100,False,True,3,70,False
1782,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,288,30,100,True,False,3,70,False
1783,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,288,30,100,True,True,3,70,False
1784,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,288,96,25,False,False,3,70,False
1785,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,288,96,25,False,True,3,70,False
1786,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,288,96,25,True,False,3,70,False
1787,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,288,96,25,True,True,3,70,False
1788,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,288,96,100,False,False,3,70,False
1789,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,288,96,100,False,True,3,70,False
1790,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,288,96,100,True,False,3,70,False
1791,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,288,96,100,True,True,3,70,False
1792,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,288,288,25,False,False,3,70,False
1793,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,288,288,25,False,True,3,70,False
1794,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,288,288,25,True,False,3,70,False
1795,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,288,288,25,True,True,3,70,False
1796,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,288,288,100,False,False,3,70,False
1797,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,288,288,100,False,True,3,70,False
1798,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,288,288,100,True,False,3,70,False
1799,building1,ext,Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,288,288,100,True,True,3,70,False
1800,building1,ext,MinuteTimeStamp;Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,30,25,False,False,3,70,False
1801,building1,ext,MinuteTimeStamp;Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,30,25,False,True,3,70,False
1802,building1,ext,MinuteTimeStamp;Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,30,25,True,False,3,70,False
1803,building1,ext,MinuteTimeStamp;Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,30,25,True,True,3,70,False
1804,building1,ext,MinuteTimeStamp;Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,30,100,False,False,3,70,False
1805,building1,ext,MinuteTimeStamp;Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,30,100,False,True,3,70,False
1806,building1,ext,MinuteTimeStamp;Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,30,100,True,False,3,70,False
1807,building1,ext,MinuteTimeStamp;Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,30,100,True,True,3,70,False
1808,building1,ext,MinuteTimeStamp;Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,96,25,False,False,3,70,False
1809,building1,ext,MinuteTimeStamp;Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,96,25,False,True,3,70,False
1810,building1,ext,MinuteTimeStamp;Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,96,25,True,False,3,70,False
1811,building1,ext,MinuteTimeStamp;Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,96,25,True,True,3,70,False
1812,building1,ext,MinuteTimeStamp;Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,96,100,False,False,3,70,False
1813,building1,ext,MinuteTimeStamp;Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,96,100,False,True,3,70,False
1814,building1,ext,MinuteTimeStamp;Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,96,100,True,False,3,70,False
1815,building1,ext,MinuteTimeStamp;Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,96,100,True,True,3,70,False
1816,building1,ext,MinuteTimeStamp;Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,288,25,False,False,3,70,False
1817,building1,ext,MinuteTimeStamp;Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,288,25,False,True,3,70,False
1818,building1,ext,MinuteTimeStamp;Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,288,25,True,False,3,70,False
1819,building1,ext,MinuteTimeStamp;Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,288,25,True,True,3,70,False
1820,building1,ext,MinuteTimeStamp;Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,288,100,False,False,3,70,False
1821,building1,ext,MinuteTimeStamp;Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,288,100,False,True,3,70,False
1822,building1,ext,MinuteTimeStamp;Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,288,100,True,False,3,70,False
1823,building1,ext,MinuteTimeStamp;Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,30,288,100,True,True,3,70,False
1824,building1,ext,MinuteTimeStamp;Meter1;Meter2;Meter3;Meter4;Meter5;Meter6;Meter7;Meter8;Meter9;OCCUPIED,96,30,25,False,False,3,70,False
