Id,Dataset,Algo,FeaturesLabels,TimeSteps,ForecastSteps,StacksAndUnits,UseRegularization,UseDropout,Splits,Epochs,Done
516,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,30,96,100,False,False,3,70,False
517,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,30,96,100,False,True,3,70,False
518,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,30,96,100,True,False,3,70,False
519,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,30,96,100,True,True,3,70,False
520,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,30,288,25,False,False,3,70,False
521,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,30,288,25,False,True,3,70,False
522,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,30,288,25,True,False,3,70,False
523,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,30,288,25,True,True,3,70,False
524,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,30,288,100,False,False,3,70,False
525,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,30,288,100,False,True,3,70,False
526,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,30,288,100,True,False,3,70,False
527,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,30,288,100,True,True,3,70,False
528,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,96,30,25,False,False,3,70,False
529,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,96,30,25,False,True,3,70,False
530,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,96,30,25,True,False,3,70,False
531,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,96,30,25,True,True,3,70,False
532,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,96,30,100,False,False,3,70,False
533,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,96,30,100,False,True,3,70,False
534,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,96,30,100,True,False,3,70,False
535,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,96,30,100,True,True,3,70,False
536,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,96,96,25,False,False,3,70,False
537,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,96,96,25,False,True,3,70,False
538,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,96,96,25,True,False,3,70,False
539,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,96,96,25,True,True,3,70,False
540,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,96,96,100,False,False,3,70,False
541,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,96,96,100,False,True,3,70,False
542,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,96,96,100,True,False,3,70,False
543,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,96,96,100,True,True,3,70,False
544,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,96,288,25,False,False,3,70,False
545,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,96,288,25,False,True,3,70,False
546,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,96,288,25,True,False,3,70,False
547,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,96,288,25,True,True,3,70,False
548,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,96,288,100,False,False,3,70,False
549,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,96,288,100,False,True,3,70,False
550,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,96,288,100,True,False,3,70,False
551,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,96,288,100,True,True,3,70,False
552,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,288,30,25,False,False,3,70,False
553,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,288,30,25,False,True,3,70,False
554,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,288,30,25,True,False,3,70,False
555,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,288,30,25,True,True,3,70,False
556,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,288,30,100,False,False,3,70,False
557,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,288,30,100,False,True,3,70,False
558,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,288,30,100,True,False,3,70,False
559,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,288,30,100,True,True,3,70,False
560,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,288,96,25,False,False,3,70,False
561,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,288,96,25,False,True,3,70,False
562,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,288,96,25,True,False,3,70,False
563,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,288,96,25,True,True,3,70,False
564,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,288,96,100,False,False,3,70,False
565,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,288,96,100,False,True,3,70,False
566,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,288,96,100,True,False,3,70,False
567,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,288,96,100,True,True,3,70,False
568,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,288,288,25,False,False,3,70,False
569,building1,std,MinuteTimeStamp;Weekday;Season;Total;OCCUPIED,288,288,25,False,True,3,70,False
