Id,Dataset,Algo,FeaturesLabels,TimeSteps,ForecastSteps,HiddenLayerNeurons,UseRegularization,UseDropout,Splits,Epochs,Done
6912,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,5,25,False,False,4,120,False
6913,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,5,25,False,True,4,120,False
6914,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,5,25,True,False,4,120,False
6915,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,5,25,True,True,4,120,False
6916,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,5,500,False,False,4,120,False
6917,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,5,500,False,True,4,120,False
6918,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,5,500,True,False,4,120,False
6919,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,5,500,True,True,4,120,False
6920,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,5,100;50;25,False,False,4,120,False
6921,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,5,100;50;25,False,True,4,120,False
6922,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,5,100;50;25,True,False,4,120,False
6923,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,5,100;50;25,True,True,4,120,False
6924,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,30,25,False,False,4,120,False
6925,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,30,25,False,True,4,120,False
6926,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,30,25,True,False,4,120,False
6927,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,30,25,True,True,4,120,False
6928,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,30,500,False,False,4,120,False
6929,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,30,500,False,True,4,120,False
6930,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,30,500,True,False,4,120,False
6931,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,30,500,True,True,4,120,False
6932,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,30,100;50;25,False,False,4,120,False
6933,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,30,100;50;25,False,True,4,120,False
6934,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,30,100;50;25,True,False,4,120,False
6935,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,30,100;50;25,True,True,4,120,False
6936,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,96,25,False,False,4,120,False
6937,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,96,25,False,True,4,120,False
6938,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,96,25,True,False,4,120,False
6939,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,96,25,True,True,4,120,False
6940,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,96,500,False,False,4,120,False
6941,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,96,500,False,True,4,120,False
6942,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,96,500,True,False,4,120,False
6943,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,96,500,True,True,4,120,False
6944,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,96,100;50;25,False,False,4,120,False
6945,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,96,100;50;25,False,True,4,120,False
6946,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,96,100;50;25,True,False,4,120,False
6947,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,96,100;50;25,True,True,4,120,False
6948,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,288,25,False,False,4,120,False
6949,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,288,25,False,True,4,120,False
6950,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,288,25,True,False,4,120,False
6951,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,288,25,True,True,4,120,False
6952,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,288,500,False,False,4,120,False
6953,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,288,500,False,True,4,120,False
6954,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,288,500,True,False,4,120,False
6955,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,288,500,True,True,4,120,False
6956,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,288,100;50;25,False,False,4,120,False
6957,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,288,100;50;25,False,True,4,120,False
6958,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,288,100;50;25,True,False,4,120,False
6959,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,30,288,100;50;25,True,True,4,120,False
6960,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,96,5,25,False,False,4,120,False
6961,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,96,5,25,False,True,4,120,False
6962,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,96,5,25,True,False,4,120,False
6963,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,96,5,25,True,True,4,120,False
6964,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,96,5,500,False,False,4,120,False
6965,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,96,5,500,False,True,4,120,False
6966,building0;building1;building2;building3;building4;building5,std,Weekday;Season;Total;OCCUPIED,96,5,500,True,False,4,120,False
