Id,Dataset,Algo,FeaturesLabels,TimeSteps,ForecastSteps,HiddenLayerNeurons,UseRegularization,UseDropout,Splits,Epochs,Done
0,building1,std,Total;OCCUPIED,30,5,25,False,False,4,120,False
1,building1,std,Total;OCCUPIED,30,5,25,False,True,4,120,False
2,building1,std,Total;OCCUPIED,30,5,25,True,False,4,120,False
3,building1,std,Total;OCCUPIED,30,5,25,True,True,4,120,False
4,building1,std,Total;OCCUPIED,30,5,500,False,False,4,120,False
5,building1,std,Total;OCCUPIED,30,5,500,False,True,4,120,False
6,building1,std,Total;OCCUPIED,30,5,500,True,False,4,120,False
7,building1,std,Total;OCCUPIED,30,5,500,True,True,4,120,False
8,building1,std,Total;OCCUPIED,30,5,100;50;25,False,False,4,120,False
9,building1,std,Total;OCCUPIED,30,5,100;50;25,False,True,4,120,False
10,building1,std,Total;OCCUPIED,30,5,100;50;25,True,False,4,120,False
11,building1,std,Total;OCCUPIED,30,5,100;50;25,True,True,4,120,False
12,building1,std,Total;OCCUPIED,30,30,25,False,False,4,120,False
13,building1,std,Total;OCCUPIED,30,30,25,False,True,4,120,False
14,building1,std,Total;OCCUPIED,30,30,25,True,False,4,120,False
15,building1,std,Total;OCCUPIED,30,30,25,True,True,4,120,False
16,building1,std,Total;OCCUPIED,30,30,500,False,False,4,120,False
17,building1,std,Total;OCCUPIED,30,30,500,False,True,4,120,False
18,building1,std,Total;OCCUPIED,30,30,500,True,False,4,120,False
19,building1,std,Total;OCCUPIED,30,30,500,True,True,4,120,False
20,building1,std,Total;OCCUPIED,30,30,100;50;25,False,False,4,120,False
21,building1,std,Total;OCCUPIED,30,30,100;50;25,False,True,4,120,False
22,building1,std,Total;OCCUPIED,30,30,100;50;25,True,False,4,120,False
23,building1,std,Total;OCCUPIED,30,30,100;50;25,True,True,4,120,False
24,building1,std,Total;OCCUPIED,30,96,25,False,False,4,120,False
25,building1,std,Total;OCCUPIED,30,96,25,False,True,4,120,False
26,building1,std,Total;OCCUPIED,30,96,25,True,False,4,120,False
27,building1,std,Total;OCCUPIED,30,96,25,True,True,4,120,False
28,building1,std,Total;OCCUPIED,30,96,500,False,False,4,120,False
29,building1,std,Total;OCCUPIED,30,96,500,False,True,4,120,False
30,building1,std,Total;OCCUPIED,30,96,500,True,False,4,120,False
31,building1,std,Total;OCCUPIED,30,96,500,True,True,4,120,False
32,building1,std,Total;OCCUPIED,30,96,100;50;25,False,False,4,120,False
33,building1,std,Total;OCCUPIED,30,96,100;50;25,False,True,4,120,False
34,building1,std,Total;OCCUPIED,30,96,100;50;25,True,False,4,120,False
35,building1,std,Total;OCCUPIED,30,96,100;50;25,True,True,4,120,False
36,building1,std,Total;OCCUPIED,30,288,25,False,False,4,120,False
37,building1,std,Total;OCCUPIED,30,288,25,False,True,4,120,False
38,building1,std,Total;OCCUPIED,30,288,25,True,False,4,120,False
39,building1,std,Total;OCCUPIED,30,288,25,True,True,4,120,False
40,building1,std,Total;OCCUPIED,30,288,500,False,False,4,120,False
41,building1,std,Total;OCCUPIED,30,288,500,False,True,4,120,False
42,building1,std,Total;OCCUPIED,30,288,500,True,False,4,120,False
43,building1,std,Total;OCCUPIED,30,288,500,True,True,4,120,False
44,building1,std,Total;OCCUPIED,30,288,100;50;25,False,False,4,120,False
45,building1,std,Total;OCCUPIED,30,288,100;50;25,False,True,4,120,False
46,building1,std,Total;OCCUPIED,30,288,100;50;25,True,False,4,120,False
47,building1,std,Total;OCCUPIED,30,288,100;50;25,True,True,4,120,False
48,building1,std,Total;OCCUPIED,96,5,25,False,False,4,120,False
49,building1,std,Total;OCCUPIED,96,5,25,False,True,4,120,False
50,building1,std,Total;OCCUPIED,96,5,25,True,False,4,120,False
51,building1,std,Total;OCCUPIED,96,5,25,True,True,4,120,False
52,building1,std,Total;OCCUPIED,96,5,500,False,False,4,120,False
53,building1,std,Total;OCCUPIED,96,5,500,False,True,4,120,False
54,building1,std,Total;OCCUPIED,96,5,500,True,False,4,120,False
55,building1,std,Total;OCCUPIED,96,5,500,True,True,4,120,False
56,building1,std,Total;OCCUPIED,96,5,100;50;25,False,False,4,120,False
57,building1,std,Total;OCCUPIED,96,5,100;50;25,False,True,4,120,False
58,building1,std,Total;OCCUPIED,96,5,100;50;25,True,False,4,120,False
59,building1,std,Total;OCCUPIED,96,5,100;50;25,True,True,4,120,False
60,building1,std,Total;OCCUPIED,96,30,25,False,False,4,120,False
61,building1,std,Total;OCCUPIED,96,30,25,False,True,4,120,False
62,building1,std,Total;OCCUPIED,96,30,25,True,False,4,120,False
63,building1,std,Total;OCCUPIED,96,30,25,True,True,4,120,False
64,building1,std,Total;OCCUPIED,96,30,500,False,False,4,120,False
65,building1,std,Total;OCCUPIED,96,30,500,False,True,4,120,False
66,building1,std,Total;OCCUPIED,96,30,500,True,False,4,120,False
67,building1,std,Total;OCCUPIED,96,30,500,True,True,4,120,False
68,building1,std,Total;OCCUPIED,96,30,100;50;25,False,False,4,120,False
69,building1,std,Total;OCCUPIED,96,30,100;50;25,False,True,4,120,False
70,building1,std,Total;OCCUPIED,96,30,100;50;25,True,False,4,120,False
71,building1,std,Total;OCCUPIED,96,30,100;50;25,True,True,4,120,False
72,building1,std,Total;OCCUPIED,96,96,25,False,False,4,120,False
73,building1,std,Total;OCCUPIED,96,96,25,False,True,4,120,False
74,building1,std,Total;OCCUPIED,96,96,25,True,False,4,120,False
